Frequency (Hz)	Level (dB)
4281.250000	-29.035120
4296.875000	-28.862001
4312.500000	-28.986414
4328.125000	-28.829226
4343.750000	-29.025810
4359.375000	-28.957342
4375.000000	-28.975552
4390.625000	-28.925619
4406.250000	-28.993870
4421.875000	-28.860407
4437.500000	-28.974537
4453.125000	-29.018356
4468.750000	-29.116058
4484.375000	-29.165489
4500.000000	-29.007502
4515.625000	-29.216845
4531.250000	-29.101418
4546.875000	-28.940674
4562.500000	-28.956812
4578.125000	-29.132320
4593.750000	-29.025333
4609.375000	-29.106806
4625.000000	-29.054691
4640.625000	-28.962280
4656.250000	-28.970259
4671.875000	-29.184242
4687.500000	-29.128750
4703.125000	-29.061903
4718.750000	-29.087082
4734.375000	-29.132206
4750.000000	-29.060537
4765.625000	-29.119785
4781.250000	-29.065191
4796.875000	-29.033375
4812.500000	-28.926140
4828.125000	-28.933210
4843.750000	-28.888689
4859.375000	-28.786083
4875.000000	-28.925459
4890.625000	-28.961460
4906.250000	-29.066149
4921.875000	-29.061913
4937.500000	-29.093332
4953.125000	-28.888630
4968.750000	-29.043053
4984.375000	-29.019344
5000.000000	-29.040396
5015.625000	-29.183353
5031.250000	-29.073635
5046.875000	-28.904491
5062.500000	-29.031281
5078.125000	-29.147301
5093.750000	-29.078779
5109.375000	-29.147417
5125.000000	-29.312933
5140.625000	-29.188105
5156.250000	-28.941372
5171.875000	-28.950541
5187.500000	-28.970552
5203.125000	-28.965248
5218.750000	-28.942186
5234.375000	-28.941359
5250.000000	-29.228222
5265.625000	-29.066494
5281.250000	-28.852503
5296.875000	-28.828293
5312.500000	-28.935034
5328.125000	-29.010134
5343.750000	-29.216679
5359.375000	-29.044525
5375.000000	-28.994444
5390.625000	-29.065037
5406.250000	-29.045507
5421.875000	-29.128447
5437.500000	-29.069508
5453.125000	-29.103060
5468.750000	-28.998676
5484.375000	-29.016495
5500.000000	-29.012409
5515.625000	-28.887157
5531.250000	-28.870119
5546.875000	-29.005266
5562.500000	-29.028824
5578.125000	-29.158676
5593.750000	-29.013369
5609.375000	-28.994923
5625.000000	-29.016407
5640.625000	-28.994324
5656.250000	-28.939560
5671.875000	-29.196442
5687.500000	-29.049622
5703.125000	-28.997810
5718.750000	-28.886272
5734.375000	-28.899889
5750.000000	-28.778843
5765.625000	-29.168333
5781.250000	-29.108065
5796.875000	-28.978735
5812.500000	-29.210709
5828.125000	-29.086645
5843.750000	-28.997396
5859.375000	-29.165180
5875.000000	-29.168930
5890.625000	-29.189167
5906.250000	-29.173582
5921.875000	-29.074318
5937.500000	-28.870279
5953.125000	-28.781033
5968.750000	-29.021059
5984.375000	-29.212486
6000.000000	-29.235153
6015.625000	-29.081406
6031.250000	-29.028292
6046.875000	-28.737118
6062.500000	-28.663433
6078.125000	-28.845537
6093.750000	-28.874193
6109.375000	-28.923964
6125.000000	-28.830946
6140.625000	-28.997343
6156.250000	-29.114517
6171.875000	-28.912737
6187.500000	-28.834808
6203.125000	-28.899590
6218.750000	-29.150352
6234.375000	-29.005844
6250.000000	-28.959681
6265.625000	-28.832554
6281.250000	-28.836044
6296.875000	-28.899307
6312.500000	-29.233259
6328.125000	-29.261480
6343.750000	-28.953585
6359.375000	-29.259638
6375.000000	-29.283152
6390.625000	-29.241543
6406.250000	-29.171099
6421.875000	-29.112730
6437.500000	-28.957176
6453.125000	-29.111536
6468.750000	-28.818298
6484.375000	-28.718904
6500.000000	-28.777210
6515.625000	-28.925508
6531.250000	-28.972536
6546.875000	-29.148903
6562.500000	-29.316021
6578.125000	-29.133104
6593.750000	-29.019909
6609.375000	-29.013985
6625.000000	-28.958490
6640.625000	-28.917339
6656.250000	-28.992388
6671.875000	-29.357016
6687.500000	-29.037823
6703.125000	-28.964731
6718.750000	-29.118086
6734.375000	-29.132229
6750.000000	-29.077961
6765.625000	-29.102140
6781.250000	-29.217525
6796.875000	-28.881128
6812.500000	-28.862045
6828.125000	-28.998337
6843.750000	-29.220106
6859.375000	-29.140366
6875.000000	-29.081623
6890.625000	-28.962961
6906.250000	-28.835104
6921.875000	-28.938961
6937.500000	-29.067513
6953.125000	-29.175909
6968.750000	-29.192240
6984.375000	-29.007893
7000.000000	-28.949219
7015.625000	-29.119659
7031.250000	-29.095325
7046.875000	-29.055670
7062.500000	-29.069752
7078.125000	-29.199718
7093.750000	-29.022545
7109.375000	-29.197399
7125.000000	-29.189928
7140.625000	-29.134571
7156.250000	-29.050367
7171.875000	-28.961483
7187.500000	-28.872902
7203.125000	-29.108559
7218.750000	-29.232563
7234.375000	-28.993923
7250.000000	-28.873928
7265.625000	-28.925337
7281.250000	-29.222248
7296.875000	-29.132528
7312.500000	-28.900131
7328.125000	-28.952301
7343.750000	-28.757751
7359.375000	-28.850008
7375.000000	-28.808023
7390.625000	-29.095072
7406.250000	-29.092503
7421.875000	-29.119452
7437.500000	-29.232052
7453.125000	-29.145117
7468.750000	-29.141043
7484.375000	-28.907722
7500.000000	-28.927874
7515.625000	-28.972401
7531.250000	-28.919611
7546.875000	-29.082396
7562.500000	-29.134239
7578.125000	-28.817350
7593.750000	-28.940153
7609.375000	-28.945992
7625.000000	-28.974606
7640.625000	-29.053879
7656.250000	-29.119453
7671.875000	-29.034740
7687.500000	-29.013462
7703.125000	-28.930557
7718.750000	-29.067875
7734.375000	-29.196234
7750.000000	-28.982416
7765.625000	-28.954897
7781.250000	-29.135246
7796.875000	-29.180550
7812.500000	-29.144642
7828.125000	-29.197151
7843.750000	-28.991116
7859.375000	-29.101236
7875.000000	-29.160416
7890.625000	-28.933651
7906.250000	-29.068649
7921.875000	-29.102512
7937.500000	-29.019188
7953.125000	-29.268909
7968.750000	-29.044483
7984.375000	-28.936811
